Orthogroup	Amblyomma_aureolatum	Ixodes_scapularis	Ornithodoros_erraticus	Ornithodoros_moubata	Ornithodoros_rostratus	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0002968	sp|P34275|IVD_CAEEL			XP_013778443.1, XP_022669580.1	sp|P34275|IVD_CAEEL	tr|L7LXE4|L7LXE4_RHIPC, tr|V5IFE9|V5IFE9_IXORI			sp|P34275|IVD_CAEEL
OG0002969	sp|Q9Y6Y8|S23IP_HUMAN		XP_013776144.1	XP_013776144.1	sp|Q6NZC7|S23IP_MOUSE	tr|L7LZV9|L7LZV9_RHIPC		sp|Q6NZC7|S23IP_MOUSE	sp|Q6NZC7|S23IP_MOUSE
OG0002970	sp|P25455|PIP1_DROME		XP_022704331.1	XP_022704331.1	sp|P25455|PIP1_DROME	tr|L7LXB7|L7LXB7_RHIPC			sp|P10687|PLCB1_RAT, sp|P25455|PIP1_DROME
OG0002971	sp|Q5R816|ABHEB_PONAB		XP_015907734.1	XP_015907734.1		tr|L7LTU2|L7LTU2_RHIPC, tr|V5H7I0|V5H7I0_IXORI		sp|Q5R816|ABHEB_PONAB	sp|Q5R816|ABHEB_PONAB
OG0002972	sp|Q0IIB1|PHYD1_BOVIN		tr|B7PUS3|B7PUS3_IXOSC	XP_003737161.1, tr|B7PUS3|B7PUS3_IXOSC	sp|Q5BJP9|PHYD1_RAT	tr|A0A023GKC5|A0A023GKC5_AMBTT			sp|Q0IIB1|PHYD1_BOVIN
OG0002973	sp|Q9HD15|SRA1_HUMAN			tr|B7P932|B7P932_IXOSC	sp|Q9HD15|SRA1_HUMAN	tr|L7LX22|L7LX22_RHIPC, tr|L7LYD1|L7LYD1_RHIPC		sp|Q9HD15|SRA1_HUMAN	sp|Q80VJ2|SRA1_MOUSE
OG0002974	sp|P58242|ASM3B_MOUSE		tr|B7PLF7|B7PLF7_IXOSC			tr|A0A023GJL0|A0A023GJL0_AMBTT, tr|B7Q6Q8|B7Q6Q8_IXOSC, tr|L7MJ67|L7MJ67_RHIPC		sp|P58242|ASM3B_MOUSE	sp|P58242|ASM3B_MOUSE
OG0002975	sp|Q2TB18|ASTE1_HUMAN		tr|B7P5X2|B7P5X2_IXOSC	tr|B7P5X2|B7P5X2_IXOSC	sp|Q2TB18|ASTE1_HUMAN	tr|B7P5X2|B7P5X2_IXOSC			sp|Q2TB18|ASTE1_HUMAN, sp|Q5RCY5|ASTE1_PONAB
OG0002976	sp|Q29467|I5P1_CANLF			XP_013774868.2, XP_023242234.1, tr|B7PLK9|B7PLK9_IXOSC	sp|Q29467|I5P1_CANLF	tr|L7M1B5|L7M1B5_RHIPC			sp|Q29467|I5P1_CANLF
OG0002977	sp|Q8IVS2|FABD_HUMAN		tr|B7Q5S2|B7Q5S2_IXOSC	tr|B7Q5S2|B7Q5S2_IXOSC	sp|Q8IVS2|FABD_HUMAN	tr|L7M8T3|L7M8T3_RHIPC		sp|Q8IVS2|FABD_HUMAN	sp|Q8IVS2|FABD_HUMAN
OG0002978	sp|Q8HYL8|ACOX1_PHACI			XP_018497199.1	sp|Q8HYL8|ACOX1_PHACI	tr|A0A023GNY4|A0A023GNY4_AMBTT, tr|L7M7C3|L7M7C3_RHIPC, tr|V5GK88|V5GK88_IXORI			sp|Q3SZP5|ACOX1_BOVIN
OG0002979	sp|Q95250|PGRC1_PIG		tr|B7PN29|B7PN29_IXOSC	tr|B7PN29|B7PN29_IXOSC	sp|Q5ZKN2|PGRC1_CHICK	tr|L7M742|L7M742_RHIPC		sp|Q95250|PGRC1_PIG	sp|Q5XIU9|PGRC2_RAT
OG0002980	sp|D4A929|WDR81_RAT, sp|Q5ND34|WDR81_MOUSE			XP_022246525.1, XP_023216973.1, tr|B7P1I8|B7P1I8_IXOSC	sp|Q5ND34|WDR81_MOUSE	tr|B7P1I8|B7P1I8_IXOSC			
OG0002981	sp|Q5U403|MVD1_DANRE		ASL06789.1	ASL06789.1	sp|Q99JF5|MVD1_MOUSE	tr|L7M8G4|L7M8G4_RHIPC, tr|L7MJT5|L7MJT5_RHIPC			sp|Q5U403|MVD1_DANRE
OG0002982	sp|Q8BSF4|PISD_MOUSE		XP_022252761.1, tr|B7P9Q9|B7P9Q9_IXOSC	XP_022252761.1	sp|Q8BSF4|PISD_MOUSE	tr|L7M331|L7M331_RHIPC			sp|Q8BSF4|PISD_MOUSE
OG0002983	sp|Q99KU1|DHDDS_MOUSE		XP_001657391.1	XP_018362613.1, XP_020294415.1	sp|Q99KU1|DHDDS_MOUSE	tr|A0A023FH69|A0A023FH69_AMBCJ, tr|L7M1S6|L7M1S6_RHIPC			
OG0002984	sp|P52825|CPT2_MOUSE, sp|Q6P4X5|CPT2_XENTR		tr|B7QKP5|B7QKP5_IXOSC	tr|B7QKP5|B7QKP5_IXOSC		tr|L7M7S0|L7M7S0_RHIPC		sp|Q6P4X5|CPT2_XENTR	sp|Q6P4X5|CPT2_XENTR
OG0002985	sp|Q5R7Z9|HMCS1_PONAB		ASL06785.1	ASL06785.1	sp|Q5R7Z9|HMCS1_PONAB	tr|A0A023FSH4|A0A023FSH4_AMBPA, tr|L7MF12|L7MF12_RHIPC			sp|Q5R7Z9|HMCS1_PONAB
OG0002986	sp|Q811Q9|PCY1B_MOUSE		tr|B7QFQ3|B7QFQ3_IXOSC	tr|B7QFQ3|B7QFQ3_IXOSC	sp|Q9Y5K3|PCY1B_HUMAN	tr|L7M559|L7M559_RHIPC			sp|Q811Q9|PCY1B_MOUSE, sp|Q9QZC4|PCY1B_RAT
OG0002987	sp|Q6ZPR5|NSMA3_MOUSE		XP_022249137.1	XP_022249137.1, tr|B7Q265|B7Q265_IXOSC		tr|L7MK28|L7MK28_RHIPC, tr|V5HT44|V5HT44_IXORI			sp|Q6PFJ7|NSMA3_DANRE
OG0002988	sp|O35840|LCAT_GERGM, sp|Q675A5|PAG15_RAT		XP_013781387.1	XP_013781387.1	sp|Q8NCC3|PAG15_HUMAN	tr|B7QGT9|B7QGT9_IXOSC			sp|Q8NCC3|PAG15_HUMAN
OG0002989	sp|Q5F452|MTMR8_CHICK		tr|B7PN04|B7PN04_IXOSC	XP_023244353.1, tr|B7PN04|B7PN04_IXOSC	sp|Q5F452|MTMR8_CHICK	tr|L7M9T0|L7M9T0_RHIPC			sp|Q5F452|MTMR8_CHICK
OG0002990	sp|Q62651|ECH1_RAT		tr|B7QNU0|B7QNU0_IXOSC	tr|B7QNU0|B7QNU0_IXOSC	sp|Q62651|ECH1_RAT	tr|L7LRY5|L7LRY5_RHIPC		sp|Q62651|ECH1_RAT	sp|Q62651|ECH1_RAT
OG0002991	sp|A7YT82|NMT2_DANRE		XP_023220537.1	XP_021935175.1	sp|O70310|NMT1_MOUSE	tr|L7LXT0|L7LXT0_RHIPC		sp|A7YT82|NMT2_DANRE	sp|A7YT82|NMT2_DANRE
OG0002992	sp|Q58EB4|HIBCH_DANRE	JAA69056.1			sp|Q58EB4|HIBCH_DANRE	tr|A0A023FZA4|A0A023FZA4_AMBPA, tr|L7MAZ4|L7MAZ4_RHIPC		sp|Q58EB4|HIBCH_DANRE	sp|Q58EB4|HIBCH_DANRE
OG0002993	sp|Q9NZD8|SPG21_HUMAN		KFM78863.1	KFM78863.1	sp|Q6PC62|SPG21_DANRE	tr|L7LX54|L7LX54_RHIPC			sp|Q6PC62|SPG21_DANRE, sp|Q9NZD8|SPG21_HUMAN
OG0002994	sp|Q3T0R7|THIM_BOVIN		XP_003741004.1	XP_022661439.1	sp|Q3T0R7|THIM_BOVIN	tr|L7M8Y1|L7M8Y1_RHIPC		sp|Q3T0R7|THIM_BOVIN	sp|Q3T0R7|THIM_BOVIN
OG0002995	sp|Q9UJA2|CRLS1_HUMAN		XP_023239795.1, XP_026274030.1	XP_015916158.1, XP_023239795.1	sp|Q8MZC4|CRLS1_DROME				sp|Q8MZC4|CRLS1_DROME
OG0002996	sp|Q3ZBX1|PIGC_BOVIN			tr|B7PCR5|B7PCR5_IXOSC	sp|Q9CXR4|PIGC_MOUSE	tr|B7PCR5|B7PCR5_IXOSC, tr|L7M1J2|L7M1J2_RHIPC, tr|V5H9D4|V5H9D4_IXORI			sp|Q9CXR4|PIGC_MOUSE
OG0002997	sp|Q969W1|ZDH16_HUMAN		XP_013778401.1	XP_013778401.1, XP_022246084.1	sp|Q9ESG8|ZDH16_MOUSE	tr|L7LVV3|L7LVV3_RHIPC			sp|Q969W1|ZDH16_HUMAN
OG0002998	sp|Q16739|CEGT_HUMAN		tr|B7P2M8|B7P2M8_IXOSC	tr|B7P2M8|B7P2M8_IXOSC	sp|Q16739|CEGT_HUMAN	tr|A0A023GH89|A0A023GH89_AMBTT, tr|B7P2M8|B7P2M8_IXOSC			sp|Q16739|CEGT_HUMAN
OG0002999	sp|B2KI79|DOPP1_RHIFE		tr|B7PT13|B7PT13_IXOSC	tr|B7PT13|B7PT13_IXOSC	sp|B2KI79|DOPP1_RHIFE	tr|G3MPW7|G3MPW7_AMBMU, tr|L7MCR8|L7MCR8_RHIPC			sp|B2KI79|DOPP1_RHIFE
OG0003000	sp|Q9N5Y2|TECR_CAEEL		tr|B7PDP1|B7PDP1_IXOSC	tr|B7PDP1|B7PDP1_IXOSC	sp|Q9N5Y2|TECR_CAEEL	tr|L7M5J8|L7M5J8_RHIPC		sp|Q9N5Y2|TECR_CAEEL	sp|Q9N5Y2|TECR_CAEEL
OG0003001	sp|O57314|DHB12_ANAPL		tr|B7PCL8|B7PCL8_IXOSC	tr|B7PCL8|B7PCL8_IXOSC	sp|O57314|DHB12_ANAPL	tr|A0A023FRG0|A0A023FRG0_AMBCJ, tr|L7M0Q9|L7M0Q9_RHIPC			sp|O57314|DHB12_ANAPL
OG0003002	sp|Q2KIA4|SCD5_BOVIN		tr|B7PMS4|B7PMS4_IXOSC	AAB86499.1	sp|Q2KIA4|SCD5_BOVIN	tr|L7M6E3|L7M6E3_RHIPC, tr|L7M8Q8|L7M8Q8_RHIPC			sp|Q2KIA4|SCD5_BOVIN
OG0003003	sp|Q21974|UNC8_CAEEL, sp|Q9R1N2|SCNNA_CAVPO			XP_022705653.1		tr|B7PDF1|B7PDF1_IXOSC, tr|B7Q2Q4|B7Q2Q4_IXOSC, tr|B7QEV7|B7QEV7_IXOSC, tr|V5HXF4|V5HXF4_IXORI			
OG0003004	sp|Q9P2T1|GMPR2_HUMAN		XP_023238397.1	XP_023238397.1		tr|L7LZC5|L7LZC5_RHIPC		sp|Q9P2T1|GMPR2_HUMAN	sp|Q32L93|GMPR2_BOVIN, sp|Q99L27|GMPR2_MOUSE
OG0003005	sp|B2VG45|TATD_ERWT9, sp|E6WHK1|TATD_PANSA		XP_023218586.1	EFX84626.1	sp|D8MKW4|TATD_ERWBE	tr|L7M2W9|L7M2W9_RHIPC			sp|B2VG45|TATD_ERWT9
OG0003006	sp|O55043|ARHG7_RAT, sp|Q15052|ARHG6_HUMAN		XP_021920980.1	PNF17134.1	sp|O55043|ARHG7_RAT	tr|L7M616|L7M616_RHIPC			sp|O55043|ARHG7_RAT
OG0003007	sp|Q15024|EXOS7_HUMAN		tr|B7QNK0|B7QNK0_IXOSC	tr|B7QNK0|B7QNK0_IXOSC	sp|Q9D0M0|EXOS7_MOUSE	tr|B7QNK0|B7QNK0_IXOSC, tr|L7M4K3|L7M4K3_RHIPC			sp|Q15024|EXOS7_HUMAN
OG0003008	sp|O60930|RNH1_HUMAN		XP_013783903.1	XP_013783903.1	sp|O60930|RNH1_HUMAN, sp|Q5BK46|RNH1_RAT	tr|A0A023GDL9|A0A023GDL9_AMBTT			sp|O60930|RNH1_HUMAN
OG0003009	sp|Q17QH8|D39U1_BOVIN		XP_013785676.1	XP_013785676.1	sp|Q17QH8|D39U1_BOVIN	tr|A0A023FW58|A0A023FW58_AMBPA, tr|L7M8A9|L7M8A9_RHIPC			sp|Q17QH8|D39U1_BOVIN
OG0003010	sp|P69341|PARN_BOVIN, sp|Q7ZU92|PARN_DANRE		KFM74655.1	KFM74655.1	sp|Q90ZA1|PARN_XENLA	tr|L7M4H9|L7M4H9_RHIPC			sp|Q90ZA1|PARN_XENLA
OG0003011	sp|Q5HZJ0|RNC_MOUSE		XP_023218954.1	XP_013777383.1	sp|Q9NRR4|RNC_HUMAN	tr|L7MF23|L7MF23_RHIPC		sp|Q73VL8|RNC_MYCPA	sp|A8EV88|RNC_ARCB4
OG0003012	sp|Q9Y2L1|RRP44_HUMAN		XP_003743268.1	KFM79835.1, tr|B7QBQ1|B7QBQ1_IXOSC	sp|Q9Y2L1|RRP44_HUMAN	tr|L7MAQ8|L7MAQ8_RHIPC			sp|Q9CSH3|RRP44_MOUSE
OG0003013	sp|A2AQH4|BCORL_MOUSE, sp|Q8CGN4|BCOR_MOUSE		XP_022248348.1	XP_022248348.1, XP_023239075.1	sp|Q6W2J9|BCOR_HUMAN	tr|L7MC61|L7MC61_RHIPC			
OG0003014	sp|Q8R4R6|NUP35_MOUSE		XP_023230721.1	XP_013783121.1	sp|Q6P6X9|NUP35_DANRE	tr|A0A023FSE9|A0A023FSE9_AMBPA, tr|L7MLH8|L7MLH8_RHIPC			sp|Q8R4R6|NUP35_MOUSE
OG0003015	sp|Q92621|NU205_HUMAN		KFM71883.1	XP_013782151.1	sp|Q92621|NU205_HUMAN	tr|B7PZ59|B7PZ59_IXOSC, tr|V5HIC2|V5HIC2_IXORI			sp|Q92621|NU205_HUMAN
OG0003016	sp|A8WH18|NARFL_XENTR			XP_013783137.1, XP_013783138.1	sp|A8WH18|NARFL_XENTR	tr|L7M865|L7M865_RHIPC, tr|L7MIL2|L7MIL2_RHIPC			sp|Q5BK18|CIAO3_RAT
OG0003017	sp|P70581|NUP58_RAT		XP_023240797.1		sp|Q8R332|NUP58_MOUSE	tr|L7LSA0|L7LSA0_RHIPC, tr|L7MJT9|L7MJT9_RHIPC		sp|Q9BVL2|NUP58_HUMAN	sp|P70581|NUP58_RAT
OG0003018	sp|Q12769|NU160_HUMAN		tr|B7QGP2|B7QGP2_IXOSC	tr|B7QGP2|B7QGP2_IXOSC		tr|A0A023FLE2|A0A023FLE2_AMBCJ, tr|B7QGP2|B7QGP2_IXOSC, tr|V5H760|V5H760_IXORI			sp|Q12769|NU160_HUMAN
OG0003019	sp|P52590|NU107_RAT		tr|B7QGL6|B7QGL6_IXOSC	tr|B7QGL6|B7QGL6_IXOSC		tr|A0A023FX74|A0A023FX74_AMBPA, tr|L7M2T4|L7M2T4_RHIPC			sp|P57740|NU107_HUMAN, sp|Q8BH74|NU107_MOUSE
OG0003020	sp|O08658|NUP88_RAT		tr|B7QD63|B7QD63_IXOSC	tr|B7QD63|B7QD63_IXOSC	sp|O08658|NUP88_RAT	tr|G3MK96|G3MK96_AMBMU, tr|L7LX07|L7LX07_RHIPC			sp|Q99567|NUP88_HUMAN
OG0003021	sp|Q8WUM0|NU133_HUMAN		XP_022243709.1	XP_022243709.1, tr|B7QN40|B7QN40_IXOSC		tr|B7QN40|B7QN40_IXOSC, tr|L7LS32|L7LS32_RHIPC			sp|Q8WUM0|NU133_HUMAN
OG0003022	sp|P11654|PO210_RAT		XP_022250683.1, XP_022250684.1	XP_022250683.1, XP_022250684.1					sp|P11654|PO210_RAT, sp|Q8TEM1|PO210_HUMAN
OG0003023	sp|P49793|NUP98_RAT		XP_022250023.1	XP_022250023.1	sp|P49793|NUP98_RAT	tr|L7M6H3|L7M6H3_RHIPC			sp|P49793|NUP98_RAT, sp|P52948|NUP98_HUMAN
OG0003024	sp|P40937|RFC5_HUMAN, sp|Q9D0F6|RFC5_MOUSE		XP_015908912.1	XP_015908912.1	sp|P40937|RFC5_HUMAN	tr|L7MLI9|L7MLI9_RHIPC			sp|Q9D0F6|RFC5_MOUSE
OG0003025	sp|Q53H47|SETMR_HUMAN		XP_013782805.1, XP_014609810.1	XP_013782805.1	sp|Q53H47|SETMR_HUMAN				sp|Q0VD24|SETMR_BOVIN, sp|Q53H47|SETMR_HUMAN
OG0003026	sp|B1MTJ4|SETD3_PLEMO, sp|B2KI88|SETD3_RHIFE		XP_015928636.1	XP_015928636.1	sp|Q5ZML9|SETD3_CHICK	tr|L7M3T2|L7M3T2_RHIPC			sp|B0VX69|SETD3_CALJA
OG0003027	sp|Q13569|TDG_HUMAN			XP_015905050.1	sp|P56581|TDG_MOUSE	tr|A0A023GC99|A0A023GC99_AMBTT, tr|B7Q2I4|B7Q2I4_IXOSC, tr|B7Q2I5|B7Q2I5_IXOSC			sp|Q13569|TDG_HUMAN
OG0003028	sp|O93310|RAD21_XENLA		tr|B7Q8R4|B7Q8R4_IXOSC	XP_014292873.1, XP_023231719.1	sp|O93310|RAD21_XENLA	tr|L7M7A6|L7M7A6_RHIPC			sp|Q61550|RAD21_MOUSE
OG0003029	sp|Q8BMI4|GEN_MOUSE		XP_012245624.1	XP_022203552.1, XP_023226134.1	sp|Q8BMI4|GEN_MOUSE	tr|L7M413|L7M413_RHIPC			sp|Q8BMI4|GEN_MOUSE
OG0003030	sp|Q5SVQ0|KAT7_MOUSE		XP_022251265.1	XP_013783186.1	sp|O95251|KAT7_HUMAN	tr|B7QIA7|B7QIA7_IXOSC, tr|L7MI26|L7MI26_RHIPC			sp|O95251|KAT7_HUMAN
OG0003031	sp|Q9QZM2|DPOG2_MOUSE, sp|Q9W6G7|DPOG2_XENLA		tr|B7PY83|B7PY83_IXOSC	EEC11555.1, tr|B7PY83|B7PY83_IXOSC	sp|Q9QZM2|DPOG2_MOUSE				sp|Q9W6G7|DPOG2_XENLA
OG0003032	sp|P07992|ERCC1_HUMAN		XP_023226076.1	XP_023226076.1, tr|B7QC65|B7QC65_IXOSC	sp|P07992|ERCC1_HUMAN	tr|A0A023GAY3|A0A023GAY3_AMBTT			sp|P07992|ERCC1_HUMAN
OG0003033	sp|Q4V8C2|ZW10_RAT		tr|B7Q3G5|B7Q3G5_IXOSC	tr|B7Q3G5|B7Q3G5_IXOSC	sp|O43264|ZW10_HUMAN	tr|A0A023GNK4|A0A023GNK4_AMBTT, tr|L7MH70|L7MH70_RHIPC			sp|Q5RFM4|ZW10_PONAB
OG0003034	sp|A6QQ14|DPOE4_BOVIN		XP_023239934.1	XP_013788612.1, XP_023239934.1	sp|Q9CQ36|DPOE4_MOUSE	tr|G3MIU6|G3MIU6_AMBMU			sp|Q9NR33|DPOE4_HUMAN
OG0003035	sp|O08550|KMT2B_MOUSE, sp|P55200|KMT2A_MOUSE, sp|Q03164|KMT2A_HUMAN				sp|Q03164|KMT2A_HUMAN	tr|B7Q596|B7Q596_IXOSC			sp|O08550|KMT2B_MOUSE, sp|Q03164|KMT2A_HUMAN
OG0003036	sp|Q9QYW3|PHOCN_RAT		tr|B7PUT2|B7PUT2_IXOSC	tr|B7PUT2|B7PUT2_IXOSC	sp|Q9QYW3|PHOCN_RAT	tr|A0A023GGH9|A0A023GGH9_AMBTT, tr|L7M7P3|L7M7P3_RHIPC			sp|Q9QYW3|PHOCN_RAT
OG0003037	sp|B1H1Z8|SCC4_XENTR		XP_013781785.1	XP_013781785.1	sp|B4ZIX8|SCC4_XENLA	tr|A0A023GEY0|A0A023GEY0_AMBTT, tr|L7MCY1|L7MCY1_RHIPC			sp|B1H1Z8|SCC4_XENTR
OG0003038	sp|Q8BZQ7|ANC2_MOUSE		XP_023241199.1	XP_023241198.1, XP_023241199.1	sp|Q9UJX6|ANC2_HUMAN	tr|V5HF92|V5HF92_IXORI			sp|Q8BZQ7|ANC2_MOUSE
OG0003039	sp|Q4R945|TTK_MACFA		RWS03111.1	XP_013773043.2	sp|Q8AYG3|TTK_DANRE	tr|B7PVZ6|B7PVZ6_IXOSC, tr|L7LZI3|L7LZI3_RHIPC			sp|Q8AYG3|TTK_DANRE
OG0003040	sp|Q5RAZ5|NSE1_PONAB		XP_013791570.1	tr|B7QDY2|B7QDY2_IXOSC	sp|Q8WV22|NSE1_HUMAN	tr|A0A023GGM2|A0A023GGM2_AMBTT, tr|G3MNG7|G3MNG7_AMBMU			sp|Q5RAZ5|NSE1_PONAB
OG0003041	sp|Q8BG93|NUD15_MOUSE		tr|B7QB13|B7QB13_IXOSC	tr|B7QB13|B7QB13_IXOSC	sp|Q8BG93|NUD15_MOUSE	tr|V5H9I4|V5H9I4_IXORI, tr|V5HYU0|V5HYU0_IXORI			sp|Q8BG93|NUD15_MOUSE
OG0003042	sp|Q0P4U8|SMAL1_XENTR, sp|Q9NZC9|SMAL1_HUMAN		tr|B7QLF8|B7QLF8_IXOSC	tr|B7QLF8|B7QLF8_IXOSC	sp|Q8BJL0|SMAL1_MOUSE	tr|L7M2E1|L7M2E1_RHIPC			sp|Q9NZC9|SMAL1_HUMAN
OG0003043	sp|Q92830|KAT2A_HUMAN		XP_023216584.1	AXC43907.1, XP_023216584.1	sp|Q92831|KAT2B_HUMAN	tr|L7LZ38|L7LZ38_RHIPC			sp|Q92831|KAT2B_HUMAN
OG0003044	sp|O42131|TOP2B_CHICK				sp|O46374|TOP2A_PIG	tr|B7P0P1|B7P0P1_IXOSC, tr|L7MAX8|L7MAX8_RHIPC, tr|V5H3F2|V5H3F2_IXORI		sp|O42130|TOP2A_CHICK	sp|O42130|TOP2A_CHICK
OG0003045	sp|Q26228|KU70_RHIAP			TrEMBL|Q26228|Release, tr|B7Q4R6|B7Q4R6_IXOSC	sp|Q26228|KU70_RHIAP	sp|Q26228|KU70_RHIAP		sp|Q26228|KU70_RHIAP	sp|Q26228|KU70_RHIAP
OG0003046	sp|O75909|CCNK_HUMAN		tr|B7PL05|B7PL05_IXOSC	tr|B7PL05|B7PL05_IXOSC	sp|O75909|CCNK_HUMAN	tr|A0A023GFP8|A0A023GFP8_AMBTT, tr|L7M800|L7M800_RHIPC			sp|O88874|CCNK_MOUSE
OG0003047	sp|Q96ES7|SGF29_HUMAN		XP_013782250.1	XP_013782250.1	sp|Q96ES7|SGF29_HUMAN	tr|A0A023GG63|A0A023GG63_AMBTT, tr|L7LYP5|L7LYP5_RHIPC			sp|Q96ES7|SGF29_HUMAN
OG0003048	sp|Q5R4R3|OGFD1_PONAB		tr|B7PZI0|B7PZI0_IXOSC	tr|B7PZI0|B7PZI0_IXOSC	sp|Q3U0K8|OGFD1_MOUSE	tr|A0A023GNN4|A0A023GNN4_AMBTT, tr|L7M768|L7M768_RHIPC			sp|Q3MI03|OGFD1_BOVIN
OG0003049	sp|Q92733|PRCC_HUMAN		PCG72634.1, XP_014271160.1, XP_022822120.1	XP_018493698.1		tr|L7M5H9|L7M5H9_RHIPC			sp|Q92733|PRCC_HUMAN
OG0003050	sp|Q7ZXB1|MCM7B_XENLA			XP_013784346.1		tr|B7QHT6|B7QHT6_IXOSC, tr|L7LTI6|L7LTI6_RHIPC, tr|L7M6G7|L7M6G7_RHIPC		sp|Q7ZXB1|MCM7B_XENLA	sp|Q7ZXB1|MCM7B_XENLA
OG0003051	sp|P58389|PTPA_MOUSE		XP_013783772.1	XP_013783772.1	sp|Q2KJ44|PTPA_BOVIN	tr|A0A023GI42|A0A023GI42_AMBTT, tr|L7M111|L7M111_RHIPC			sp|Q2KJ44|PTPA_BOVIN
OG0003052	sp|Q9DGN1|STAG1_XENLA		tr|B7P7Z7|B7P7Z7_IXOSC	tr|B7P7Z7|B7P7Z7_IXOSC	sp|Q8WVM7|STAG1_HUMAN	tr|L7M5Y7|L7M5Y7_RHIPC, tr|L7MF81|L7MF81_RHIPC			sp|Q8WVM7|STAG1_HUMAN
OG0003053	sp|P51946|CCNH_HUMAN		XP_011693468.1, XP_015428590.1	OQR72804.1, XP_022652125.1	sp|Q4R7U4|CCNH_MACFA				sp|P51946|CCNH_HUMAN
OG0003054	sp|Q9DAT2|MRGBP_MOUSE		tr|B7QDY7|B7QDY7_IXOSC	tr|B7QDY7|B7QDY7_IXOSC	sp|Q9NV56|MRGBP_HUMAN	tr|A0A023FRS6|A0A023FRS6_AMBCJ, tr|L7M4L6|L7M4L6_RHIPC			sp|Q9DAT2|MRGBP_MOUSE
OG0003055	sp|Q8BG81|PDIP3_MOUSE		XP_011202873.1	XP_011181812.1, XP_022195465.1	sp|Q9BY77|PDIP3_HUMAN			sp|Q8BG81|PDIP3_MOUSE	sp|Q9BY77|PDIP3_HUMAN
OG0003056	sp|Q96GM5|SMRD1_HUMAN		tr|B7PRT9|B7PRT9_IXOSC	tr|B7PRT9|B7PRT9_IXOSC	sp|Q61466|SMRD1_MOUSE	tr|L7LWU6|L7LWU6_RHIPC, tr|L7M0F6|L7M0F6_RHIPC			sp|Q96GM5|SMRD1_HUMAN
OG0003057	sp|Q9ULD9|ZN608_HUMAN		tr|B7Q6H2|B7Q6H2_IXOSC	tr|B7Q6H2|B7Q6H2_IXOSC	sp|Q9ULD9|ZN608_HUMAN	tr|B7Q6H2|B7Q6H2_IXOSC, tr|L7M987|L7M987_RHIPC			sp|Q9ULD9|ZN608_HUMAN
OG0003058	sp|Q6DEW6|REXO4_XENTR		XP_023223550.1	ACO13172.1	sp|Q91560|REXO4_XENLA	tr|A0A023FDB5|A0A023FDB5_AMBCJ, tr|L7M4G6|L7M4G6_RHIPC			sp|Q9GZR2|REXO4_HUMAN
OG0003059	sp|Q9W1K5|SESN_DROME		tr|B7P7V9|B7P7V9_IXOSC	tr|B7P7V9|B7P7V9_IXOSC	sp|P58006|SESN1_MOUSE	tr|A0A023GM61|A0A023GM61_AMBTT, tr|L7MAS6|L7MAS6_RHIPC			sp|P58005|SESN3_HUMAN
OG0003060	sp|D4A666|UBN2_RAT, sp|Q80WC1|UBN2_MOUSE		tr|B7PRC1|B7PRC1_IXOSC	tr|B7PRC1|B7PRC1_IXOSC	sp|Q9NPG3|UBN1_HUMAN	tr|B7PRC1|B7PRC1_IXOSC			sp|D4A666|UBN2_RAT
OG0003061	sp|Q26486|FKBP4_SPOFR			XP_023226514.1	sp|Q26486|FKBP4_SPOFR	tr|A0A023GIS6|A0A023GIS6_AMBTT, tr|L7LXR6|L7LXR6_RHIPC		sp|Q26486|FKBP4_SPOFR	sp|Q26486|FKBP4_SPOFR
OG0003062	sp|Q9NVU7|SDA1_HUMAN		tr|B7PB11|B7PB11_IXOSC	tr|B7PB11|B7PB11_IXOSC	sp|A5D7C2|SDA1_BOVIN	tr|A0A023GLR9|A0A023GLR9_AMBTT, tr|L7M784|L7M784_RHIPC			sp|Q9NVU7|SDA1_HUMAN
OG0003063	sp|Q8BHJ5|TBL1R_MOUSE		tr|B7Q2X9|B7Q2X9_IXOSC	tr|B7Q2X9|B7Q2X9_IXOSC	sp|Q8BHJ5|TBL1R_MOUSE	tr|A0A023GKT1|A0A023GKT1_AMBTT, tr|L7M790|L7M790_RHIPC			sp|Q8BHJ5|TBL1R_MOUSE
OG0003064	sp|Q9JI44|DMAP1_MOUSE		XP_013790926.1	XP_013790926.1, tr|B7Q0X9|B7Q0X9_IXOSC	sp|Q9JI44|DMAP1_MOUSE	tr|L7M8I5|L7M8I5_RHIPC			sp|Q9NPF5|DMAP1_HUMAN
OG0003065	sp|P08928|LAM0_DROME		tr|B7P2Q4|B7P2Q4_IXOSC	tr|B7P2Q4|B7P2Q4_IXOSC	sp|P08928|LAM0_DROME	tr|L7M562|L7M562_RHIPC		sp|P08928|LAM0_DROME	sp|P08928|LAM0_DROME
OG0003066	sp|Q921M3|SF3B3_MOUSE		XP_023216850.1	XP_023216850.1	sp|Q1LVE8|SF3B3_DANRE	tr|B7PXI3|B7PXI3_IXOSC, tr|L7MM28|L7MM28_RHIPC			sp|Q15393|SF3B3_HUMAN
